Author	Consortium	PMID	Date	Trait	EFO	Analysis	Source	Outcome	Exposure	Covariates	Outcome_Units	Exposure_Units	Methylation_Array	Tissue	Further_Details	N	N_Cohorts	Age	Sex	Ancestry	StudyID
Gadd DA	Generation Scotland	35945220	31/07/2022	FJX1 protein levels (SeqId = 7921-65)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	FJX1 protein levels (SeqId = 7921-65)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Four-jointed box protein 1	774	1	Adults (18-65 years)	Both	European	Gadd-DA_fjx1_protein_levels__seqid___7921-65__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	ADM protein levels (SeqId = 7922-5)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	ADM protein levels (SeqId = 7922-5)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: ADM	774	1	Adults (18-65 years)	Both	European	Gadd-DA_adm_protein_levels__seqid___7922-5__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	SEMA4C protein levels (SeqId = 7923-41)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	SEMA4C protein levels (SeqId = 7923-41)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Semaphorin-4C	774	1	Adults (18-65 years)	Both	European	Gadd-DA_sema4c_protein_levels__seqid___7923-41__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	CD3G protein levels (SeqId = 7924-7)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	CD3G protein levels (SeqId = 7924-7)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: T-cell surface glycoprotein CD3 gamma chain	774	1	Adults (18-65 years)	Both	European	Gadd-DA_cd3g_protein_levels__seqid___7924-7__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	SMCO2 protein levels (SeqId = 7925-18)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	SMCO2 protein levels (SeqId = 7925-18)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Single-pass membrane and coiled-coil domain-containing protein 2	774	1	Adults (18-65 years)	Both	European	Gadd-DA_smco2_protein_levels__seqid___7925-18__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	SPINT3 protein levels (SeqId = 7926-13)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	SPINT3 protein levels (SeqId = 7926-13)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Kunitz-type protease inhibitor 3	774	1	Adults (18-65 years)	Both	European	Gadd-DA_spint3_protein_levels__seqid___7926-13__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	ST6GALNAC5 protein levels (SeqId = 7927-16)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	ST6GALNAC5 protein levels (SeqId = 7927-16)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5	774	1	Adults (18-65 years)	Both	European	Gadd-DA_st6galnac5_protein_levels__seqid___7927-16__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	TPST1 protein levels (SeqId = 7928-183)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	TPST1 protein levels (SeqId = 7928-183)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Protein-tyrosine sulfotransferase 1	774	1	Adults (18-65 years)	Both	European	Gadd-DA_tpst1_protein_levels__seqid___7928-183__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	EXOSC1 protein levels (SeqId = 7930-3)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	EXOSC1 protein levels (SeqId = 7930-3)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Exosome complex component CSL4	774	1	Adults (18-65 years)	Both	European	Gadd-DA_exosc1_protein_levels__seqid___7930-3__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	SYT8 protein levels (SeqId = 7932-23)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	SYT8 protein levels (SeqId = 7932-23)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Synaptotagmin-8	774	1	Adults (18-65 years)	Both	European	Gadd-DA_syt8_protein_levels__seqid___7932-23__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	ADAM22 protein levels (SeqId = 7933-75)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	ADAM22 protein levels (SeqId = 7933-75)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Disintegrin and metalloproteinase domain-containing protein 22	774	1	Adults (18-65 years)	Both	European	Gadd-DA_adam22_protein_levels__seqid___7933-75__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	NDRG4 protein levels (SeqId = 7934-11)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	NDRG4 protein levels (SeqId = 7934-11)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Protein NDRG4	774	1	Adults (18-65 years)	Both	European	Gadd-DA_ndrg4_protein_levels__seqid___7934-11__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	LARGE protein levels (SeqId = 7935-26)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	LARGE protein levels (SeqId = 7935-26)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: LARGE xylosyl- and glucuronyltransferase 1	774	1	Adults (18-65 years)	Both	European	Gadd-DA_large_protein_levels__seqid___7935-26__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	KIR3DL3 protein levels (SeqId = 7944-1)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	KIR3DL3 protein levels (SeqId = 7944-1)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Killer cell immunoglobulin-like receptor 3DL3	774	1	Adults (18-65 years)	Both	European	Gadd-DA_kir3dl3_protein_levels__seqid___7944-1__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	SEMA6A protein levels (SeqId = 7945-10)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	SEMA6A protein levels (SeqId = 7945-10)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Semaphorin-6A	774	1	Adults (18-65 years)	Both	European	Gadd-DA_sema6a_protein_levels__seqid___7945-10__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	ENTHD2 protein levels (SeqId = 7947-19)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	ENTHD2 protein levels (SeqId = 7947-19)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: AP-4 complex accessory subunit Tepsin	774	1	Adults (18-65 years)	Both	European	Gadd-DA_enthd2_protein_levels__seqid___7947-19__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	GLTPD2 protein levels (SeqId = 7948-129)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	GLTPD2 protein levels (SeqId = 7948-129)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Glycolipid transfer protein domain-containing protein 2	774	1	Adults (18-65 years)	Both	European	Gadd-DA_gltpd2_protein_levels__seqid___7948-129__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	BTNL9 protein levels (SeqId = 7950-142)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	BTNL9 protein levels (SeqId = 7950-142)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Butyrophilin-like protein 9	774	1	Adults (18-65 years)	Both	European	Gadd-DA_btnl9_protein_levels__seqid___7950-142__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	VTI1A protein levels (SeqId = 7952-2)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	VTI1A protein levels (SeqId = 7952-2)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Vesicle transport through interaction with t-SNAREs homolog 1A	774	1	Adults (18-65 years)	Both	European	Gadd-DA_vti1a_protein_levels__seqid___7952-2__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	SLAMF1 protein levels (SeqId = 7953-20)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	SLAMF1 protein levels (SeqId = 7953-20)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Signaling lymphocytic activation molecule	774	1	Adults (18-65 years)	Both	European	Gadd-DA_slamf1_protein_levels__seqid___7953-20__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	ITIH1 protein levels (SeqId = 7955-195)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	ITIH1 protein levels (SeqId = 7955-195)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Inter-alpha-trypsin inhibitor heavy chain H1	774	1	Adults (18-65 years)	Both	European	Gadd-DA_itih1_protein_levels__seqid___7955-195__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	MINOS1 protein levels (SeqId = 7956-11)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	MINOS1 protein levels (SeqId = 7956-11)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: MICOS complex subunit MIC10	774	1	Adults (18-65 years)	Both	European	Gadd-DA_minos1_protein_levels__seqid___7956-11__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	SCG3 protein levels (SeqId = 7957-2)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	SCG3 protein levels (SeqId = 7957-2)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Secretogranin-3	774	1	Adults (18-65 years)	Both	European	Gadd-DA_scg3_protein_levels__seqid___7957-2__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	CDH7 protein levels (SeqId = 7959-34)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	CDH7 protein levels (SeqId = 7959-34)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Cadherin-7	774	1	Adults (18-65 years)	Both	European	Gadd-DA_cdh7_protein_levels__seqid___7959-34__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	POTEG protein levels (SeqId = 7960-53)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	POTEG protein levels (SeqId = 7960-53)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: POTE ankyrin domain family member G	774	1	Adults (18-65 years)	Both	European	Gadd-DA_poteg_protein_levels__seqid___7960-53__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	SPINK8 protein levels (SeqId = 7962-11)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	SPINK8 protein levels (SeqId = 7962-11)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Serine protease inhibitor Kazal-type 8	774	1	Adults (18-65 years)	Both	European	Gadd-DA_spink8_protein_levels__seqid___7962-11__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	CRTAM protein levels (SeqId = 7968-15)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	CRTAM protein levels (SeqId = 7968-15)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Cytotoxic and regulatory T-cell molecule	774	1	Adults (18-65 years)	Both	European	Gadd-DA_crtam_protein_levels__seqid___7968-15__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	WFDC11 protein levels (SeqId = 7969-163)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	WFDC11 protein levels (SeqId = 7969-163)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Protein WFDC11	774	1	Adults (18-65 years)	Both	European	Gadd-DA_wfdc11_protein_levels__seqid___7969-163__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	ART3 protein levels (SeqId = 7970-315)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	ART3 protein levels (SeqId = 7970-315)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Ecto-ADP-ribosyltransferase 3	774	1	Adults (18-65 years)	Both	European	Gadd-DA_art3_protein_levels__seqid___7970-315__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	UNC5A protein levels (SeqId = 7975-97)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	UNC5A protein levels (SeqId = 7975-97)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Netrin receptor UNC5A	774	1	Adults (18-65 years)	Both	European	Gadd-DA_unc5a_protein_levels__seqid___7975-97__somascan_protein_measurement
